[9, 8, 37, 5, 25, 6]
[10, 44, 13, 2, 4, 34]
[42, 26, 23, 7, 1, 19]
[9, 45, 41, 19, 17, 28]
[28, 27, 26, 15, 7, 20]
[8, 27, 2, 9, 36, 20]
[10, 35, 36, 29, 7, 38]
[30, 38, 29, 2, 34, 40]
[20, 3, 37, 31, 39, 10]
[32, 40, 17, 38, 6, 15]
[41, 24, 14, 44, 34, 32]
[8, 22, 18, 15, 38, 21]
[12, 43, 11, 17, 27, 21]
[24, 8, 12, 19, 17, 18]
[26, 27, 36, 6, 30, 16]
[33, 8, 25, 43, 35, 4]
[23, 9, 42, 6, 21, 33]
[42, 21, 33, 35, 39, 44]
[28, 3, 22, 2, 45, 23]
[17, 41, 21, 3, 12, 29]
[11, 7, 18, 19, 21, 42]
[22, 9, 42, 13, 11, 2]
[40, 24, 1, 15, 33, 21]
[4, 1, 19, 3, 25, 27]
[14, 23, 29, 4, 27, 13]
[20, 17, 35, 44, 5, 27]
[41, 8, 30, 10, 7, 24]
[27, 42, 26, 10, 22, 4]
[11, 5, 27, 2, 17, 30]
[17, 25, 42, 20, 19, 12]
[32, 6, 29, 40, 17, 12]
[12, 24, 43, 11, 7, 18]
[36, 16, 2, 13, 9, 6]
[41, 35, 32, 27, 36, 19]
[3, 37, 11, 19, 42, 8]
[37, 5, 25, 38, 18, 14]
[1, 27, 3, 7, 45, 4]
[33, 28, 34, 35, 22, 44]
[37, 16, 43, 30, 44, 13]
[2, 39, 33, 4, 32, 9]
[9, 12, 15, 5, 39, 18]
[22, 4, 28, 23, 18, 16]
[32, 40, 29, 45, 4, 15]
[31, 9, 45, 14, 11, 37]
[5, 39, 6, 14, 11, 9]
[17, 33, 28, 44, 15, 7]
[39, 34, 25, 15, 12, 24]
[7, 36, 45, 38, 39, 37]
[9, 16, 24, 3, 39, 37]
[17, 15, 33, 14, 26, 8]
[35, 12, 6, 19, 24, 38]
[41, 26, 19, 27, 43, 6]
[23, 27, 33, 8, 42, 20]
[28, 41, 20, 7, 33, 45]
[22, 8, 10, 33, 39, 1]
[30, 39, 4, 41, 38, 40]
[42, 14, 2, 41, 15, 3]
[39, 42, 40, 35, 44, 28]
[16, 26, 5, 11, 35, 34]
[38, 11, 45, 20, 6, 30]
[42, 34, 6, 5, 20, 9]
[37, 43, 10, 34, 19, 16]
[11, 4, 3, 44, 45, 2]
[2, 37, 15, 10, 4, 13]
[4, 5, 33, 22, 26, 14]
[17, 31, 40, 4, 13, 7]
[29, 22, 11, 34, 33, 44]
[24, 29, 39, 37, 28, 20]
[12, 25, 6, 32, 31, 37]
[17, 10, 15, 18, 3, 21]
[29, 43, 34, 12, 16, 28]
[9, 41, 2, 40, 35, 34]
[20, 11, 15, 7, 30, 31]
[22, 26, 37, 23, 14, 40]
[26, 28, 20, 21, 6, 1]
[44, 34, 18, 43, 14, 12]
[33, 35, 14, 27, 1, 32]
[13, 3, 26, 36, 39, 21]
[16, 27, 29, 21, 20, 41]
[32, 26, 20, 4, 8, 16]
[13, 10, 9, 1, 17, 2]
[24, 15, 42, 6, 38, 8]
[38, 25, 43, 45, 3, 24]
[22, 26, 28, 4, 23, 13]
[41, 42, 11, 13, 3, 14]
[10, 16, 22, 35, 15, 27]
[41, 39, 35, 6, 10, 19]
[13, 24, 14, 10, 8, 37]
[41, 21, 3, 28, 31, 13]
[32, 36, 26, 41, 11, 10]
[1, 37, 16, 39, 21, 28]
[17, 4, 8, 24, 27, 37]
[7, 35, 36, 25, 15, 22]
[23, 44, 19, 8, 15, 26]
[34, 14, 42, 24, 16, 19]
[11, 5, 28, 25, 3, 30]
[28, 5, 17, 44, 10, 14]
[13, 5, 17, 23, 35, 26]
[41, 2, 27, 33, 4, 40]
[29, 26, 16, 43, 19, 13]
[9, 26, 18, 33, 8, 1]
[44, 13, 3, 10, 5, 9]
[37, 35, 31, 1, 34, 44]
[18, 32, 9, 31, 25, 17]
[15, 5, 27, 25, 29, 1]
[44, 16, 35, 26, 4, 43]
[36, 22, 14, 10, 3, 26]
[36, 5, 7, 15, 16, 1]
[32, 45, 26, 12, 7, 31]
[41, 7, 9, 14, 33, 35]
[18, 27, 34, 4, 24, 22]
[40, 36, 9, 3, 32, 39]
[27, 2, 45, 24, 40, 12]
[12, 37, 17, 16, 42, 36]
[16, 31, 39, 34, 4, 45]
[24, 38, 29, 41, 8, 45]
[31, 23, 30, 42, 5, 40]
[31, 19, 8, 9, 33, 23]
[7, 31, 1, 30, 43, 21]
[42, 36, 9, 33, 38, 11]
[28, 2, 7, 13, 27, 37]
[10, 28, 5, 13, 8, 39]
[31, 21, 30, 32, 33, 26]
[24, 11, 31, 44, 16, 20]
[20, 10, 22, 36, 14, 8]
[32, 13, 12, 26, 39, 27]
[27, 20, 18, 26, 14, 35]
[29, 15, 39, 40, 31, 2]
[1, 42, 2, 35, 13, 3]
[4, 2, 36, 9, 31, 30]
[19, 11, 32, 30, 16, 7]
[23, 43, 27, 5, 42, 3]
[15, 38, 33, 14, 30, 23]
[13, 5, 30, 21, 27, 15]
[28, 8, 21, 9, 3, 42]
[8, 27, 41, 33, 42, 5]
[32, 25, 26, 3, 6, 42]
[45, 12, 21, 34, 40, 36]
[23, 33, 10, 16, 15, 43]
[7, 20, 33, 35, 25, 41]
[42, 14, 25, 12, 26, 40]
[8, 28, 13, 17, 20, 24]
[39, 42, 32, 11, 12, 18]
[34, 10, 8, 1, 41, 17]
[27, 45, 33, 42, 5, 40]
[32, 29, 27, 1, 19, 2]
[3, 21, 1, 27, 12, 30]
[45, 38, 18, 33, 12, 17]
[9, 8, 17, 36, 12, 15]
[16, 33, 2, 25, 41, 17]
[13, 9, 10, 4, 2, 42]
[22, 40, 17, 24, 8, 7]
[11, 4, 15, 28, 16, 14]
[29, 6, 40, 36, 41, 7]
[25, 33, 37, 34, 19, 28]
[20, 6, 41, 27, 10, 4]
[25, 42, 21, 34, 40, 11]
[27, 25, 15, 23, 31, 17]
[33, 18, 35, 34, 15, 13]
[40, 6, 30, 34, 42, 20]
[7, 24, 8, 9, 5, 15]
[10, 9, 32, 37, 11, 34]
[21, 11, 24, 22, 39, 32]
[39, 8, 21, 30, 38, 27]
[32, 31, 24, 43, 14, 45]
[34, 43, 37, 41, 3, 12]
[37, 42, 5, 39, 17, 34]
[22, 4, 1, 38, 12, 6]
[32, 38, 20, 33, 8, 28]
[45, 21, 4, 12, 13, 15]
[41, 17, 21, 44, 23, 24]
[7, 23, 20, 32, 3, 13]
[30, 13, 18, 27, 1, 5]
[1, 39, 42, 33, 10, 24]
[28, 22, 9, 6, 33, 14]
[17, 40, 25, 38, 21, 2]
[28, 23, 31, 37, 18, 9]
[24, 36, 43, 25, 1, 37]
[32, 35, 9, 2, 41, 42]
[21, 22, 38, 19, 14, 5]
[17, 3, 6, 42, 14, 13]
[13, 29, 8, 30, 26, 41]
[22, 45, 16, 6, 39, 14]
[22, 35, 2, 8, 23, 44]
[39, 27, 17, 11, 18, 12]
[10, 45, 17, 1, 3, 44]
[43, 30, 24, 6, 31, 12]
[38, 43, 27, 11, 19, 8]
[24, 22, 28, 45, 25, 29]
[30, 14, 31, 41, 45, 38]
[17, 13, 12, 30, 22, 7]
[37, 29, 23, 12, 8, 2]
[2, 23, 22, 36, 24, 32]
[41, 20, 35, 26, 14, 27]
[3, 35, 28, 14, 32, 7]
[14, 12, 36, 22, 43, 35]
[25, 36, 34, 37, 3, 30]
[23, 39, 22, 25, 16, 24]
[3, 15, 43, 28, 26, 39]
[41, 18, 15, 37, 27, 8]
[30, 19, 42, 9, 36, 26]
[26, 40, 15, 11, 43, 3]
[44, 27, 45, 5, 1, 42]
[36, 10, 23, 29, 37, 35]
[42, 22, 8, 32, 21, 40]
[39, 19, 8, 27, 24, 10]
[37, 39, 24, 9, 16, 28]
[34, 45, 19, 35, 23, 36]
[14, 26, 40, 17, 8, 6]
[40, 18, 14, 35, 39, 25]
[7, 9, 23, 34, 6, 21]
[29, 11, 42, 30, 33, 4]
[10, 19, 31, 29, 40, 3]
[21, 25, 18, 10, 40, 5]
[27, 42, 4, 38, 44, 33]
[31, 4, 41, 34, 33, 27]
[30, 15, 6, 10, 13, 37]
[21, 19, 33, 30, 11, 26]
[8, 21, 7, 15, 19, 27]
[4, 30, 20, 18, 6, 16]
[25, 29, 37, 23, 12, 39]
[22, 8, 21, 31, 35, 45]
[43, 19, 42, 22, 2, 10]
[42, 22, 37, 41, 43, 40]
[14, 25, 24, 1, 5, 9]
[35, 28, 22, 9, 12, 21]
[10, 2, 20, 14, 36, 24]
[32, 9, 26, 6, 39, 42]
[11, 20, 27, 22, 35, 4]
[41, 8, 38, 22, 19, 44]
[17, 40, 5, 4, 45, 18]
[9, 13, 4, 40, 42, 21]
[20, 18, 28, 11, 43, 12]
[30, 35, 43, 22, 45, 33]
[15, 33, 16, 22, 4, 13]
[11, 2, 19, 3, 32, 4]
[11, 23, 5, 34, 45, 12]
[12, 20, 24, 35, 8, 44]
[29, 30, 2, 9, 43, 40]
[1, 12, 10, 5, 18, 38]
[34, 23, 28, 42, 25, 8]
[13, 19, 37, 29, 8, 26]
[2, 38, 33, 12, 40, 25]
[16, 26, 43, 15, 8, 19]
[17, 1, 42, 28, 25, 14]
[28, 17, 2, 39, 16, 7]
[21, 40, 31, 17, 9, 13]
[40, 17, 9, 36, 3, 8]
[7, 13, 43, 6, 18, 1]
[27, 28, 7, 11, 2, 9]
[28, 30, 3, 35, 32, 37]
[40, 37, 23, 20, 43, 17]
[16, 20, 27, 24, 26, 13]
[36, 25, 5, 15, 17, 33]
[15, 38, 19, 24, 1, 23]
[11, 45, 33, 2, 39, 8]
[31, 5, 9, 22, 19, 7]
[21, 6, 15, 36, 7, 37]
[27, 14, 44, 15, 36, 20]
[23, 31, 33, 22, 13, 9]
[36, 43, 33, 4, 37, 29]
[5, 1, 16, 33, 3, 4]
[40, 42, 39, 11, 26, 32]
[45, 41, 26, 8, 32, 9]
[11, 45, 4, 9, 17, 10]
[42, 40, 38, 33, 35, 3]
[4, 29, 34, 20, 18, 19]
[14, 7, 11, 10, 13, 32]
[7, 5, 30, 40, 20, 45]
[9, 13, 34, 4, 8, 6]
[44, 5, 35, 2, 24, 8]
[9, 17, 19, 3, 32, 27]
[7, 39, 43, 11, 12, 1]
[33, 27, 14, 2, 24, 7]
[17, 16, 24, 35, 20, 33]
[9, 37, 6, 40, 13, 22]
[38, 40, 39, 19, 20, 33]
[24, 4, 37, 33, 2, 1]
[27, 43, 17, 36, 1, 24]
[41, 29, 28, 22, 43, 10]
[22, 1, 43, 2, 15, 39]
[33, 28, 40, 27, 42, 29]
[36, 41, 24, 11, 13, 26]
[38, 35, 10, 24, 20, 8]
[6, 11, 29, 24, 42, 26]
[13, 22, 40, 28, 5, 32]
[25, 40, 28, 4, 1, 36]
[30, 35, 20, 41, 28, 14]
[19, 4, 33, 38, 21, 15]
[10, 29, 4, 6, 41, 31]
[3, 24, 16, 35, 11, 18]
[17, 9, 30, 2, 42, 45]
[7, 20, 37, 11, 22, 13]
[42, 3, 6, 4, 5, 29]
[35, 18, 23, 42, 8, 34]
[22, 20, 42, 32, 25, 10]
[29, 26, 37, 45, 41, 4]
[33, 15, 41, 40, 11, 26]
[12, 14, 31, 6, 10, 19]
[6, 29, 26, 28, 8, 40]
[10, 5, 11, 25, 1, 16]
[8, 9, 45, 41, 2, 1]
[43, 37, 5, 7, 40, 14]
[29, 3, 28, 31, 13, 40]
[33, 43, 19, 34, 3, 28]
[45, 25, 41, 17, 15, 43]
[41, 17, 28, 45, 30, 21]
[16, 45, 42, 34, 1, 32]
[32, 11, 41, 44, 37, 45]
[35, 30, 25, 27, 32, 7]
[26, 36, 6, 18, 21, 42]
[44, 18, 9, 6, 26, 20]
[35, 27, 11, 13, 31, 17]
[39, 29, 10, 45, 38, 33]
[39, 5, 38, 34, 33, 22]
[19, 2, 20, 16, 6, 15]
[26, 29, 8, 40, 9, 7]
[40, 14, 7, 33, 27, 42]
[36, 5, 44, 21, 39, 29]
[33, 25, 43, 5, 42, 16]
[42, 5, 37, 1, 34, 18]
[1, 22, 5, 34, 29, 8]
[19, 11, 10, 34, 16, 8]
[11, 27, 5, 23, 33, 13]
[37, 43, 29, 25, 19, 5]
[13, 2, 34, 45, 20, 21]
[5, 42, 4, 28, 18, 7]
[23, 19, 28, 6, 34, 33]
[19, 27, 30, 24, 37, 9]
[45, 4, 13, 42, 38, 25]
[27, 19, 43, 20, 29, 4]
[20, 37, 35, 22, 11, 12]
[44, 42, 27, 28, 31, 45]
[16, 13, 36, 21, 31, 38]
[43, 40, 21, 27, 30, 22]
[6, 27, 36, 45, 43, 31]
[35, 39, 5, 38, 31, 33]
[42, 2, 29, 11, 15, 23]
[32, 15, 10, 8, 13, 12]
[40, 18, 3, 23, 28, 27]
[28, 44, 32, 37, 11, 16]
[9, 42, 36, 19, 28, 11]
[14, 1, 41, 15, 7, 44]
[9, 43, 45, 8, 36, 12]
[19, 43, 27, 31, 26, 9]
[5, 16, 18, 42, 20, 10]
[14, 8, 41, 22, 26, 21]
[18, 42, 26, 36, 24, 5]
[5, 27, 35, 30, 9, 4]
[26, 31, 45, 1, 10, 42]
[20, 30, 4, 32, 9, 21]
[18, 41, 20, 3, 30, 8]
[32, 14, 39, 23, 12, 7]
[45, 1, 2, 29, 19, 13]
[25, 5, 12, 13, 34, 9]
[42, 16, 41, 35, 21, 31]
[19, 25, 35, 29, 32, 10]
[14, 42, 22, 29, 30, 3]
[44, 16, 32, 43, 9, 37]
[32, 14, 7, 21, 10, 31]
[24, 5, 41, 37, 12, 39]
[4, 9, 41, 12, 18, 36]
[36, 26, 13, 29, 10, 23]
[35, 42, 33, 29, 21, 41]
[13, 15, 11, 41, 24, 9]
[32, 17, 35, 44, 19, 27]
[37, 18, 1, 31, 27, 26]
[24, 45, 38, 5, 23, 1]
[5, 45, 15, 19, 42, 20]
[21, 35, 6, 31, 26, 25]
[32, 13, 25, 33, 6, 36]
[30, 6, 32, 9, 42, 1]
[39, 19, 22, 41, 13, 3]
[39, 36, 27, 21, 4, 28]
[26, 34, 45, 31, 38, 17]
[4, 29, 12, 18, 32, 14]
[4, 36, 35, 20, 40, 10]
[9, 17, 42, 34, 12, 4]
[1, 3, 4, 28, 41, 15]
[8, 33, 20, 34, 44, 11]
[15, 22, 18, 14, 11, 44]
[45, 18, 16, 32, 34, 10]
[26, 2, 11, 27, 21, 34]
[37, 19, 14, 43, 38, 20]
[1, 32, 30, 37, 44, 20]
[4, 10, 22, 32, 2, 7]
[16, 14, 38, 23, 33, 22]
[25, 38, 10, 20, 30, 3]
[31, 18, 19, 12, 27, 2]
[7, 25, 26, 10, 22, 18]
[40, 27, 1, 12, 34, 19]
[21, 16, 25, 42, 38, 23]
[41, 20, 44, 28, 6, 10]
[22, 14, 29, 42, 1, 12]
[27, 21, 18, 32, 11, 4]
[5, 17, 24, 40, 16, 11]
[22, 4, 42, 7, 37, 26]
[7, 19, 44, 42, 27, 26]
[43, 44, 40, 1, 11, 34]
[3, 28, 25, 24, 44, 32]
[29, 37, 4, 25, 7, 5]
[29, 2, 23, 6, 36, 27]
[8, 36, 42, 3, 7, 28]
[25, 42, 15, 12, 37, 9]
[3, 34, 23, 30, 26, 18]
[18, 42, 8, 19, 12, 1]
[23, 29, 1, 11, 26, 14]
[30, 18, 9, 1, 39, 33]
[18, 8, 34, 14, 9, 5]
[41, 15, 21, 17, 43, 8]
[24, 34, 29, 37, 17, 42]
[33, 10, 35, 25, 30, 39]
[10, 11, 20, 28, 19, 34]
[28, 21, 5, 23, 13, 16]
[37, 16, 29, 42, 2, 10]
[13, 11, 31, 40, 3, 7]
[12, 1, 4, 7, 20, 25]
[41, 3, 24, 11, 36, 26]
[21, 7, 3, 14, 12, 30]
[41, 30, 38, 2, 29, 9]
[45, 20, 32, 29, 35, 30]
[14, 38, 30, 31, 3, 28]
[19, 9, 25, 16, 39, 27]
[13, 5, 10, 28, 22, 35]
[39, 1, 10, 26, 41, 14]
[19, 34, 7, 11, 41, 21]
[22, 13, 11, 10, 32, 26]
[26, 8, 23, 7, 9, 13]
[36, 38, 22, 14, 6, 31]
[9, 42, 44, 27, 19, 16]
[12, 36, 11, 25, 27, 38]
[9, 32, 40, 7, 11, 35]
[36, 17, 41, 6, 38, 16]
[37, 42, 17, 25, 14, 19]
[32, 36, 35, 3, 38, 20]
[24, 8, 40, 20, 13, 15]
[24, 45, 17, 36, 14, 41]
[27, 7, 17, 19, 22, 31]
[37, 16, 41, 34, 3, 14]
[40, 16, 27, 11, 3, 20]
[21, 16, 15, 38, 22, 6]
[28, 44, 27, 11, 24, 43]
[26, 30, 40, 21, 41, 20]
[35, 40, 39, 33, 20, 9]
[32, 7, 8, 4, 13, 40]
[27, 26, 9, 23, 1, 2]
[1, 31, 6, 4, 42, 9]
[44, 15, 40, 31, 23, 25]
[30, 33, 27, 29, 21, 6]
[4, 38, 8, 9, 34, 37]
[2, 31, 9, 10, 22, 18]
[3, 12, 32, 13, 38, 10]
[20, 30, 41, 2, 11, 21]
[22, 14, 23, 11, 39, 33]
[22, 34, 31, 44, 6, 40]
[38, 4, 32, 30, 31, 43]
[3, 41, 37, 15, 44, 40]
[1, 20, 23, 26, 36, 15]
[23, 37, 3, 20, 41, 44]
[31, 20, 35, 2, 19, 18]
[6, 4, 26, 35, 38, 16]
[11, 15, 36, 4, 21, 40]
[18, 17, 2, 22, 6, 19]
[42, 26, 16, 7, 43, 44]
[44, 43, 13, 18, 39, 17]
[31, 22, 1, 35, 36, 44]
[2, 31, 25, 45, 5, 20]
[40, 5, 13, 35, 11, 15]
[38, 37, 22, 17, 24, 6]
[25, 34, 5, 14, 4, 30]
[28, 35, 16, 17, 21, 10]
[45, 20, 10, 6, 30, 33]
[16, 8, 31, 40, 34, 45]
[6, 37, 4, 5, 36, 40]
[7, 45, 28, 8, 1, 14]
[38, 39, 27, 15, 40, 13]
[24, 10, 22, 3, 40, 21]
[13, 2, 32, 8, 28, 27]
[10, 14, 45, 40, 17, 4]
[23, 38, 28, 29, 31, 16]
[14, 38, 3, 31, 6, 28]
[4, 41, 1, 9, 44, 35]
[7, 26, 1, 21, 11, 6]
[41, 38, 37, 33, 25, 22]
[11, 1, 34, 20, 30, 42]
[5, 7, 35, 28, 18, 38]
[37, 36, 13, 23, 11, 38]
[13, 43, 26, 6, 33, 5]
[30, 5, 36, 11, 20, 44]
[43, 30, 32, 44, 7, 1]
[16, 34, 9, 19, 8, 37]
[11, 38, 44, 7, 15, 16]
[25, 35, 13, 28, 2, 8]
[28, 7, 10, 19, 29, 42]
[40, 29, 19, 30, 9, 35]
[21, 13, 7, 22, 30, 16]
[40, 34, 18, 17, 5, 4]
[25, 40, 23, 39, 11, 45]
[43, 27, 29, 37, 45, 1]
[43, 35, 10, 9, 29, 8]
[35, 17, 4, 15, 8, 22]
[21, 30, 42, 24, 8, 39]
[18, 22, 15, 10, 25, 42]
[25, 30, 4, 45, 23, 2]
[30, 35, 3, 39, 43, 28]
[26, 23, 38, 34, 29, 39]
[18, 45, 3, 44, 33, 1]
[28, 40, 31, 8, 24, 14]
[6, 37, 36, 13, 31, 35]
[20, 6, 41, 35, 12, 5]
[42, 22, 40, 20, 2, 11]
[21, 28, 4, 44, 39, 14]
[5, 26, 23, 33, 20, 44]
[25, 18, 14, 27, 11, 21]
[4, 2, 26, 44, 30, 3]
[6, 36, 40, 13, 30, 25]
[26, 10, 9, 5, 4, 29]
[4, 36, 9, 7, 33, 3]
[18, 24, 41, 22, 34, 17]
[25, 34, 29, 35, 33, 39]
[23, 1, 44, 39, 35, 31]
[22, 14, 21, 19, 34, 39]
[43, 6, 28, 2, 40, 15]
[7, 12, 16, 30, 37, 15]
[14, 31, 21, 5, 32, 37]
[16, 18, 4, 22, 32, 23]
[33, 39, 42, 28, 38, 13]
[35, 28, 40, 24, 17, 7]
[21, 23, 11, 13, 35, 41]
[34, 1, 38, 40, 17, 39]
[2, 12, 16, 13, 14, 30]
[20, 16, 22, 34, 28, 15]
[18, 23, 15, 35, 25, 14]
[2, 40, 42, 41, 30, 34]
[24, 35, 13, 19, 31, 20]
[22, 21, 33, 24, 35, 40]
[23, 45, 42, 1, 27, 15]
[15, 30, 36, 4, 2, 17]
[31, 12, 40, 19, 24, 29]
[19, 5, 21, 15, 40, 39]
[18, 31, 29, 7, 13, 10]
[33, 4, 12, 42, 15, 26]
[38, 39, 13, 10, 12, 7]
[22, 38, 36, 29, 40, 21]
[27, 39, 10, 26, 18, 12]
[20, 7, 44, 35, 27, 32]
[33, 37, 5, 3, 4, 32]
[44, 12, 39, 36, 11, 35]
[28, 16, 7, 10, 8, 12]
[29, 24, 33, 43, 37, 32]
[29, 22, 19, 17, 21, 27]
[18, 22, 36, 15, 30, 4]
[3, 35, 29, 43, 24, 41]
[3, 32, 37, 40, 15, 39]
[24, 39, 19, 36, 43, 23]
[31, 21, 39, 29, 22, 7]
[10, 2, 24, 45, 44, 35]
[5, 40, 29, 22, 3, 8]
[11, 35, 27, 28, 45, 21]
[14, 20, 29, 28, 25, 13]
[1, 19, 23, 13, 36, 16]
[7, 9, 23, 42, 13, 21]
[43, 17, 1, 13, 19, 7]
[41, 34, 14, 3, 35, 5]
[31, 18, 38, 39, 22, 28]
[12, 16, 7, 5, 28, 27]
[26, 42, 27, 14, 29, 7]
[38, 30, 7, 41, 21, 27]
[2, 36, 17, 39, 30, 22]
[30, 43, 23, 45, 36, 10]
[24, 22, 31, 25, 17, 2]
[9, 10, 35, 21, 18, 3]
[28, 1, 35, 5, 10, 16]
[31, 36, 21, 30, 40, 12]
[17, 21, 4, 27, 26, 13]
[5, 20, 36, 33, 31, 25]
[16, 43, 24, 15, 37, 22]
[45, 43, 31, 28, 10, 35]
[14, 13, 10, 31, 33, 27]
[26, 10, 30, 40, 37, 29]
[24, 23, 2, 26, 29, 35]
[44, 39, 37, 35, 1, 21]
[42, 10, 31, 37, 45, 18]
[38, 45, 27, 30, 4, 22]
[26, 20, 24, 5, 36, 11]
[33, 7, 13, 42, 6, 30]
[45, 11, 32, 27, 31, 22]
[21, 24, 5, 8, 15, 32]
[8, 36, 22, 29, 13, 11]
[3, 33, 13, 31, 1, 25]
[34, 44, 27, 22, 2, 28]
[42, 29, 4, 38, 21, 25]
[34, 7, 37, 38, 26, 9]
[9, 5, 42, 11, 22, 35]
[29, 21, 41, 17, 10, 36]
[23, 45, 41, 37, 8, 42]
[1, 6, 40, 4, 26, 13]
[38, 20, 7, 43, 26, 27]
[34, 17, 35, 18, 23, 12]
[18, 5, 4, 7, 27, 20]
[15, 5, 6, 36, 3, 45]
[5, 42, 31, 12, 14, 38]
[38, 43, 34, 2, 32, 28]
[6, 31, 9, 40, 43, 32]
[34, 39, 31, 2, 28, 40]
[35, 25, 29, 21, 23, 28]
[31, 19, 43, 18, 14, 10]
[6, 25, 28, 30, 5, 39]
[17, 14, 44, 27, 35, 11]
[14, 13, 21, 43, 3, 20]
[42, 11, 9, 28, 15, 13]
[41, 10, 5, 2, 42, 18]
[10, 7, 20, 39, 43, 27]
[35, 31, 7, 45, 5, 16]
[1, 19, 38, 41, 44, 45]
[7, 8, 38, 24, 34, 15]
[24, 11, 12, 40, 1, 13]
[40, 15, 6, 37, 45, 3]
[4, 14, 36, 44, 9, 43]
[18, 20, 39, 6, 22, 11]
[27, 21, 45, 44, 30, 19]
[18, 22, 12, 45, 41, 44]
[12, 27, 6, 19, 37, 30]
[16, 28, 32, 37, 43, 30]
[21, 22, 39, 4, 11, 24]
[36, 21, 3, 12, 7, 40]
[34, 33, 7, 45, 1, 2]
[9, 44, 37, 3, 41, 40]
[10, 29, 1, 14, 38, 32]
[9, 28, 27, 37, 23, 40]
[4, 18, 24, 22, 11, 12]
[28, 26, 14, 17, 41, 16]
[45, 1, 16, 10, 13, 15]
[26, 6, 30, 44, 14, 25]
[19, 3, 26, 33, 6, 4]
[40, 24, 8, 15, 26, 31]
[35, 2, 14, 30, 24, 41]
[8, 27, 10, 42, 36, 20]
[28, 18, 6, 44, 40, 35]
[5, 18, 8, 16, 32, 38]
[40, 25, 5, 6, 38, 32]
[44, 24, 5, 27, 25, 4]
[5, 6, 2, 3, 42, 45]
[32, 31, 17, 35, 28, 1]
[19, 14, 40, 28, 24, 5]
[44, 41, 30, 27, 14, 1]
[19, 4, 25, 17, 26, 10]
[17, 39, 2, 24, 21, 4]
[34, 32, 41, 37, 35, 22]
[2, 45, 8, 36, 15, 29]
[6, 43, 25, 30, 13, 10]
[39, 44, 2, 4, 5, 23]
[42, 4, 6, 2, 39, 13]
[2, 8, 27, 31, 1, 10]
[19, 9, 43, 5, 25, 6]
[38, 10, 43, 14, 15, 3]
